precio,aseos,dormitorios,superficie,plantas,codigo_postal
652427,4,2.25,2770,2,98074
1008000,3,2.5,2240,1,98005
355000,4,2.5,2570,2,98092
334550,2,1,880,1,98133
557500,3,2.25,1820,2,98052
277500,4,2.25,1660,1,98188
300000,4,3,2200,1,98058
325000,4,1,1640,1.5,98133
402500,4,2,1650,1,98144
461000,3,1.75,1420,1,98007
540000,3,1,1270,1.5,98103
385000,3,1,1070,1,98108
480000,2,1,1060,1,98103
539950,3,2.25,2190,1,98056
529000,3,2.25,1940,2,98024
417000,3,2.5,1300,2,98199
405000,3,1.5,1330,1,98027
299000,3,2.25,1940,1,98023
299000,3,1.75,2100,1,98001
372220,3,1,1290,1,98136
494400,2,1.75,1560,1,98109
280000,3,1.75,2630,1,98055
277950,3,2.5,2100,2,98023
770000,3,2.75,2070,2,98058
760000,4,2.5,2960,2,98072
230000,2,2,1300,1,98198
525000,4,2.5,2520,2,98155
307000,3,1,1150,1.5,98045
253779,4,2,2030,1.5,98188
405000,3,1.5,1880,1,98155
360000,2,1,2320,2,98146
521000,2,1,1050,1.5,98116
680000,4,2.5,3030,2,98005
355000,1,0.75,530,1,98074
200000,3,1.5,1090,1,98042
330000,3,2.25,2220,1,98118
221000,3,2.25,1430,2,98023
1598888,4,4.5,3780,2,98116
310000,2,1,1560,1,98125
862000,4,2.25,2220,1.5,98199
200000,3,1.5,1140,1,98168
630000,4,2.5,2540,1,98008
432250,3,2.25,1440,2,98029
478000,3,2.25,1570,1,98033
249000,4,2.25,1860,1,98032
495000,5,3,2440,1,98108
630000,4,2.5,2100,1,98008
550000,4,2.5,2150,2,98053
350000,3,2.5,2440,2,98042
270000,5,1.5,1930,2,98058
488250,4,2,1830,1,98033
248000,4,3.5,1850,2,98023
889000,4,3.5,3210,3,98136
375000,1,1,1090,1,98117
933000,3,1.5,1870,2,98102
625000,3,2.25,1920,1,98006
328000,2,1,700,1,98116
470000,4,2.25,3380,1,98166
502500,5,2.5,2430,2,98056
484000,3,1.75,1950,1,98072
252500,2,1,900,1,98014
610000,3,2.5,2060,2,98006
419000,4,2,2180,1,98155
322500,4,2.25,2140,2,98092
563000,6,1,1730,1.5,98109
464000,4,2.5,3140,2,98042
870000,4,4.25,3010,2,98115
280000,2,1.5,800,2,98103
850000,3,2.5,3300,2,98006
458950,2,1,1530,1,98115
122000,2,1,760,1,98168
525000,5,3,2450,2,98117
286300,2,1,1000,1,98045
218450,2,1,840,1,98166
525000,3,1.5,1380,1,98107
650000,3,1.5,1380,1,98107
356000,4,2,2020,1.5,98045
436500,2,1,1260,1,98117
410000,3,1.75,1440,1,98034
512500,4,1.75,1540,1,98125
510000,4,1,1060,1,98118
566000,4,1.75,1900,1,98005
525000,3,1.75,2870,1.5,98166
435000,3,1,1050,1,98126
406500,3,2.75,1840,1,98014
550000,5,2.75,3000,1,98052
251000,3,2,1200,1.5,98022
830000,3,1.5,1840,1,98040
803000,4,2.5,2790,2,98052
206000,3,1,970,1,98002
200000,4,1,1070,1.5,98178
219000,2,1,900,1,98106
777000,4,4,2680,1,98199
593700,3,2.5,2000,2,98075
712500,3,1.5,1660,1,98004
600000,4,1.5,1770,1.5,98116
554663,3,2,1230,1.5,98105
267000,3,1,1740,1,98188
390000,3,2,1710,1,98133
335000,6,2,2020,1,98108
938000,4,2.5,2410,1,98040
370000,4,2.75,2310,1,98198
335000,5,2.5,2400,2,98042
695000,5,2,3160,1.5,98103
387500,3,1,1560,1,98166
245000,3,2.5,1770,2,98031
308550,3,2,1600,1,98045
225000,3,1.75,1330,1,98003
715000,4,2.5,2970,2,98053
335000,3,1,1020,1,98133
634000,3,2.5,2490,2,98029
337500,5,2,1700,1,98108
440000,1,1,850,1,98010
350000,3,1.75,1250,1,98045
400000,2,1,610,1,98136
1288000,4,3.5,3700,2,98006
435000,3,1,950,1,98006
681000,4,2.5,3860,2,98065
397000,3,3.5,1360,2,98144
775000,4,2.5,3890,2,98077
480000,3,2.25,1680,1,98008
158000,3,2.5,1520,2,98030
590000,3,2,2420,1.5,98010
772500,5,2.75,3890,2,98065
464500,5,1.5,2940,1,98155
281000,3,1.75,1350,1,98188
620000,3,2.25,2190,1,98052
475000,3,2.25,2280,1,98116
245000,2,2,1070,1,98055
660000,5,2.25,2540,1.5,98115
527500,4,2.25,2270,1,98006
135000,2,1,1220,1,98010
275000,3,1.75,1890,1,98092
430000,4,2,1990,1,98122
213500,3,1,1220,1,98002
535000,3,3,2640,2,98045
641000,3,1.75,1480,1,98004
436300,3,2,2320,1,98056
1440000,4,1.75,2410,1.5,98109
830000,4,2.75,2090,1,98040
380000,3,1,920,1,98118
132500,3,0.75,850,1,98146
179950,3,1,1130,1,98188
188200,3,1,1260,1,98002
659000,4,2,2090,1,98040
317000,3,2,2020,1.5,98108
625000,3,2.25,1970,1,98199
350000,3,1.75,1820,1,98155
750000,3,1.5,1840,1.5,98107
457000,4,1.75,2100,1,98133
632500,4,2,1770,2,98107
223000,3,2,1110,1,98031
610000,4,2.75,2090,1,98052
385000,4,1.75,2080,2,98155
367500,3,3.25,1400,2,98118
385100,3,1,1060,1,98125
230000,2,1,720,1,98118
286000,3,2.75,1100,2,98106
201700,3,1,1010,1,98001
1350000,4,4.75,5230,2.5,98038
525000,4,1.75,2420,1,98027
361000,3,1.5,1200,1,98011
530000,3,1.5,1950,3,98117
455000,3,2.25,1870,1,98125
421000,4,2.25,1310,1,98034
640000,4,2,1520,1.5,98115
240000,3,1,1270,1,98188
360000,2,1,840,1,98033
157340,2,1,900,1,98042
1240000,4,3,3010,2,98115
250000,3,1,1050,1,98133
735000,6,2.75,3360,1,98052
884900,7,4.75,5370,1.5,98040
775000,3,3.5,2690,2,98072
463000,3,1.75,1710,1,98155
579000,3,2.5,1640,3,98112
570000,6,3.75,4000,2,98058
1060000,5,4.5,4140,2,98074
375000,4,2.75,3140,1,98042
422000,2,1.75,1320,1,98117
866500,4,3.5,3080,2,98126
705000,3,2.5,2500,2,98074
470000,4,2.5,2520,2,98045
360000,3,1.25,2350,1,98007
795000,4,2.5,2570,1,98155
800000,4,2.5,3100,2,98034
2453500,4,3.5,4730,1.5,98112
277284,3,1.75,1030,1,98126
460000,2,1,1020,1,98116
898888,3,2.5,2080,2,98033
211000,3,1,1410,1,98019
222000,2,2,1360,2,98038
672000,3,2.5,2620,2,98053
778000,3,2.25,2260,1,98005
312500,3,1.75,1490,1,98058
650000,4,2.5,2530,1.5,98115
740000,6,2.25,3140,1,98005
320000,3,2,1820,1,98059
455000,4,2.5,1770,2,98019
2450000,5,4,4430,2,98004
500000,3,3.25,1490,3,98102
325000,3,1.75,1790,1,98065
416000,3,2.5,1710,3,98103
495000,4,2.25,2070,2,98072
549000,2,1,1140,1,98112
589000,5,2,3930,1.5,98008
194820,3,1.5,1100,1,98001
405000,3,2.5,2260,1.5,98117
625000,3,2.5,2260,1.5,98117
205000,3,1,1130,1,98168
345100,3,3.75,1950,1,98178
200000,3,1,960,1,98178
1905000,4,3.5,4210,2,98039
524500,3,1.5,3430,1,98045
598600,4,2.75,3470,2,98019
367777,5,3,2140,1,98118
750000,3,2.75,2520,1,98119
575000,5,2.25,3550,2,98034
84000,2,1,700,1,98168
255000,2,1,740,1,98118
1740000,4,3.75,3300,1.5,98105
415000,3,2.25,1640,1,98106
449900,3,2.5,2780,2,98198
220000,5,1.5,1830,1.5,98031
899000,4,2.5,3540,2,98052
430000,3,2.5,1440,1,98125
472500,4,2.5,2960,2,98030
680000,6,2.5,3180,1,98006
1650000,5,4,3310,2,98033
810000,3,2,2390,2,98105
605000,3,2.5,2460,2,98027
522000,3,1.75,1630,1,98033
759000,5,2.75,3490,2,98075
411000,4,2.75,2500,2,98118
286950,4,2.5,2080,1,98001
440000,3,1.5,1290,3,98103
149000,3,1,1700,1,98146
284700,3,1,1700,1,98146
374950,3,2.5,2540,1,98028
816000,3,1.5,1180,1,98004
533250,4,1.75,1520,1,98027
689800,3,2.75,2390,1,98133
775000,4,2.75,2740,1.5,98125
702000,3,2.5,2190,1,98033
160000,3,1,1350,1.5,98188
255500,3,1,1350,1.5,98188
949000,4,2.75,2980,1,98005
169500,2,1,790,1,98058
586000,4,2.25,2130,2,98006
680000,4,2.5,2700,1,98072
851500,3,2,3200,1,98005
582500,2,1.5,1159,1,98199
637000,4,3.5,3080,2,98019
225000,3,1,1000,1,98146
795000,3,3.25,2260,2,98119
304999,4,2.25,2270,1,98023
95000,1,0.75,760,1,98002
240000,4,1.75,1420,1,98056
772000,4,2.5,2500,1,98004
245000,2,1.5,1450,1,98198
430000,5,3,2500,1,98126
799000,3,1.5,2210,1.5,98144
880000,5,2.75,3020,2,98033
750000,4,2.5,3290,2,98075
2890000,4,4,5780,2,98112
532000,3,2.5,1820,2,98029
525000,4,2.75,2500,1,98155
239000,2,1,1210,1,98198
460000,2,1.5,1090,1,98116
540000,4,2.25,1330,1.5,98005
475000,2,1,890,1,98117
445000,3,1.75,1360,1,98108
1575000,5,3.75,4220,2,98040
549950,4,2.5,3780,2,98038
294950,4,2,2610,1.5,98188
736000,3,2.5,1980,3,98109
214946,3,1.75,1290,1,98042
856000,5,3.25,3620,2,98029
775000,2,2.5,2680,1,98053
205000,3,1.75,1200,1,98198
429592,2,2.75,1992,1.5,98070
414250,4,1.75,1640,1,98072
399950,4,2.75,1920,1,98106
319990,3,2.25,1840,1,98031
524000,3,1.5,1310,1,98052
349950,2,1,1050,1.5,98019
889000,4,2.5,2570,1.5,98105
300000,3,1,930,1.5,98106
395000,1,1,730,1,98107
348000,2,2.5,1270,3,98117
830000,2,1,1150,1,98033
173000,2,1,820,1,98055
585000,4,1.75,3000,1,98056
576750,3,2,2220,1,98116
495000,5,3.25,2500,1,98106
216650,3,3.5,1540,2,98109
615000,4,2.75,2750,1,98155
675000,4,2.5,3130,1,98006
510000,3,2,1430,1,98052
630000,3,2.5,2680,2,98010
359950,4,2.5,3010,2,98042
265000,3,1.5,1530,1.5,98038
210000,3,1,1240,1,98118
367000,3,2.5,2260,1,98022
1075000,4,2.25,2820,1.5,98122
756000,3,2.5,3560,1,98199
203000,3,2.25,1630,1,98146
535000,4,2.5,2880,2,98022
525000,3,3.25,2200,2,98118
347500,3,1.75,1620,1,98059
620000,3,1.75,1480,2.5,98034
645000,4,2.5,2250,2,98006
2200000,4,3,3540,2,98112
280000,3,2,1790,1,98092
432000,3,2,1400,1,98125
790000,3,1.5,2390,2,98126
635000,4,1.75,2400,1,98008
442000,3,1.5,2050,1,98126
490000,4,3,2640,2,98065
250000,5,1.75,2320,1,98001
1325000,4,2.5,2440,2.5,98119
120000,3,1,1260,1,98198
2950000,5,4.75,6240,1,98040
325000,4,2.5,1930,2,98038
210000,4,1.75,1200,1,98092
215000,1,1,970,1,98166
387000,3,1.75,1810,1,98056
408000,3,1,1380,1.5,98117
410000,3,1,1470,1,98166
216000,3,1,1010,1,98126
390000,3,1,1010,1,98126
357000,3,1.5,1340,1,98146
215000,3,1,970,1,98031
265000,3,1,1122,1.5,98118
589950,3,2.75,1670,3,98116
440000,3,1.75,2840,1,98155
248000,2,1,770,1,98027
730000,3,2.25,2040,2,98072
425000,4,2.5,3052,2,98003
680000,3,2.5,2620,2,98004
341500,5,2.25,3120,2,98023
395000,2,1,1100,1,98105
1225000,4,2.75,3410,1.5,98005
695500,5,2.75,2510,1,98052
308000,3,1.75,1680,1,98198
422500,3,2,1960,1,98038
418000,2,1,1040,1,98136
385000,5,1.5,1750,1.5,98028
876650,3,3.25,2170,1.5,98040
450000,3,2.5,1639,2,98144
418800,4,2.25,2100,1,98028
330000,2,1,880,2,98199
550000,3,1.75,1940,1,98006
270000,4,2.5,2490,1,98148
978500,3,2.25,2060,2,98199
975000,4,2.5,2720,2,98006
455000,3,2.25,2180,1,98034
1415000,4,3.25,3600,2,98034
220000,2,1,840,1,98168
490000,3,2,2370,2,98033
420000,4,2.25,2270,2,98034
408500,4,2.5,2720,2,98092
716000,3,1.5,1140,1.5,98109
965000,4,2.5,2460,2,98112
357823,3,1.5,1240,1,98072
7062500,5,4.5,10040,2,98004
425000,3,2.25,1670,1,98125
711777,4,1.75,2220,1,98116
335000,3,1,980,1,98028
825000,4,1.5,1890,1.5,98116
210000,2,1,1100,1.5,98108
575000,2,1.75,2770,2,98177
1208000,4,2.75,4250,2,98059
431500,2,2,1370,1,98053
475000,3,1.5,1480,1,98007
1495000,4,3.75,3770,2.5,98122
540000,6,3,2870,2,98042
775000,3,2.5,3820,2,98053
635000,3,2.5,1530,1,98117
1300000,3,2.75,4120,1,98059
405000,3,2.25,1590,1,98133
210000,3,1,1520,1,98168
880000,4,2.5,2350,2,98112
239000,4,2,1370,1.5,98188
515000,3,2.5,1540,1,98126
1379900,3,3.25,3786,1,98070
215000,4,2.25,1500,2,98001
315000,6,2,1750,1,98056
442500,3,1.5,1800,1,98133
311000,2,1.75,1180,1,98042
425000,2,1,830,1,98103
433500,3,1.75,1540,1,98103
450000,3,2.25,1610,2,98115
675000,3,2.25,1990,2,98052
535000,3,2.5,2070,2,98074
577000,3,1.75,1760,1,98005
480000,3,1.75,1740,1,98125
400000,3,1.5,1950,1,98034
304000,3,1,1280,1.5,98155
355000,3,1.75,1460,1,98056
998000,4,3.25,3770,2,98058
550000,4,1.75,2410,2,98074
550000,4,1.75,2410,2,98074
210000,3,1.75,1400,2,98178
317000,3,2.5,2100,2,98023
700000,4,3.5,5360,1,98074
265000,3,1,1000,1,98059
700000,4,3.5,3150,2,98075
1020000,5,3.5,4180,2,98075
1145000,4,2.25,2840,1,98004
460000,4,2.5,2110,1,98027
410000,2,1.5,1660,1,98115
665000,4,3,2160,1,98122
600000,4,2.5,2420,2,98056
502000,4,1.75,1920,1,98133
364950,4,2.5,2310,2,98019
680000,3,2.25,2330,1.5,98115
235500,5,2.5,2340,1,98003
576000,4,2.5,2590,2,98065
405000,2,3,1410,2,98136
335000,3,2.75,2850,1,98031
122000,2,1,730,1,98148
432000,3,1.75,1470,1,98155
375000,4,2.25,2330,1,98058
276000,4,2.25,2460,1,98002
450000,3,2.25,2080,1.5,98072
210000,2,1,990,1,98116
279000,3,2.5,1450,2,98038
635000,3,1.75,1340,2,98107
350000,3,2.5,2730,2,98023
218000,3,1,1140,1,98058
750000,4,1.5,1950,1.5,98115
310597,4,1.75,2000,1,98023
355000,3,1,900,1,98034
735000,5,2.75,3390,2,98075
155000,1,1,720,1,98108
354000,3,1,940,1,98052
415000,3,1.75,1770,1,98028
202000,1,1,590,1,98122
580000,3,2.5,1980,2,98107
1495000,4,3.25,3070,2,98004
790000,4,2.5,3500,2,98053
499900,3,2.5,2100,2,98065
525000,4,2.25,2620,1,98070
810000,4,2.5,2810,2,98006
425000,4,1.5,2290,1,98133
241250,3,1.75,1350,1,98010
318700,4,2.5,2770,1,98003
720000,4,1.75,2530,1.5,98103
291000,3,1,1280,1.5,98024
420000,3,1.75,1060,1,98077
210000,2,1.75,1000,1,98198
645000,3,3.25,3870,2,98106
762000,5,2,3370,1.5,98109
247500,4,1.75,2290,1,98146
282500,3,2.25,1670,2,98042
395000,3,1.75,1460,1,98027
295000,3,1.75,1770,1,98148
235000,2,1,820,1,98056
770000,3,1.75,1900,1,98105
559950,2,2,1870,1,98053
639000,4,2,1840,1,98199
314950,3,1,1590,1,98058
525000,3,1,1640,1,98118
2400000,3,2.25,3000,1.5,98075
820000,3,1.75,2160,1,98115
1385000,3,3,2490,2,98119
521450,3,2,1290,1,98116
760750,3,2.5,3190,2,98074
759600,4,1,1540,1.5,98031
346150,3,2,2140,1,98056
390000,2,1,980,1,98103
359950,5,2.25,2450,2,98058
430000,3,2,1360,1.5,98116
960000,4,3.5,4610,2,98075
800000,7,6.75,7480,2,98166
1010000,3,2.5,2860,2,98005
290000,3,2,1810,1,98045
1350000,4,2,2240,1,98004
777000,3,3.25,3610,2,98027
526000,2,1,1450,1.5,98107
550000,3,3.5,1450,2,98119
276000,3,1.5,1820,1,98198
2500000,5,3.25,5620,2,98144
325000,3,1.75,2080,1,98118
365000,3,2.5,1780,3,98126
2150000,8,6,4340,2,98004
825050,4,3.25,2860,2,98115
690000,3,1.5,2540,1,98115
390000,4,1,1140,1.5,98126
385000,3,2,1320,3,98117
619000,3,2.5,2040,2,98029
494000,4,2.25,1790,1,98045
412450,3,2,1910,1,98034
580000,3,1.75,1460,2,98117
269900,3,1.5,1420,1,98042
704300,4,1.5,1790,1.5,98144
267000,3,2,1390,2,98022
310000,4,1.75,1880,1,98023
227064,3,1.5,1570,2,98118
925000,3,2.5,2690,2,98115
245000,3,1.75,1670,1,98022
339888,3,1,1040,1,98034
439000,4,2,1560,1,98034
400000,2,1,1470,1,98115
560000,3,2.25,2070,1.5,98155
703011,2,1,1370,1,98199
363000,2,1,1120,1,98126
650000,4,2.75,2640,2,98075
299950,3,1,1030,1,98034
228950,3,1,1120,1,98168
465000,4,1.75,1730,1,98008
725000,3,2.5,2090,2,98006
212500,3,1,920,1,98001
526000,4,2.25,2970,2,98058
383000,3,2.5,1720,2,98028
244000,3,1.75,1460,1,98055
565000,3,1.5,1540,1.5,98105
373000,8,3,2850,1,98055
300000,3,2,1310,1,98034
405000,5,2.5,2430,2,98058
979000,3,1.5,1700,1,98004
324888,4,1.75,2160,2,98092
445000,3,1.5,860,1,98117
761000,3,3.5,2050,2,98112
435000,4,2,1650,1,98034
252000,3,2.25,1570,1,98022
350000,3,1.75,1660,1.5,98133
875000,3,1,1220,1,98039
940000,3,1,1220,1,98039
280000,3,2,1780,1,98148
450000,3,2.5,2180,2,98011
905000,3,2.5,3520,2.5,98092
382450,3,2.5,2220,2,98001
246700,3,2,1610,1,98042
220000,3,1.5,1070,1,98155
555750,3,1,1060,1,98118
262500,3,1.5,1160,1,98118
515000,2,1,910,1,98115
499500,3,2.5,2970,2,98059
135000,1,1,790,1,98168
462500,2,2,1540,2,98136
937500,4,2.5,3130,1,98177
458000,3,1.5,1470,1,98125
845000,4,2.75,3160,1.5,98199
660000,3,2.25,2675,2,98075
265000,3,2,1340,1,98030
599999,9,4.5,3830,2.5,98103
280000,3,2.5,1800,2,98023
1055000,3,3.25,2990,2,98072
875000,4,3,3720,1,98005
125000,3,1,920,1,98002
634800,4,3,3280,2,98053
269950,4,1,1440,1,98001
359950,3,2.25,1940,1,98178
417000,3,1.75,1590,1,98056
389000,2,2,1340,1,98053
1038000,4,2.5,3770,2,98006
698000,6,2.5,2680,1,98033
685000,4,2.5,2820,2,98155
198500,3,1.75,1520,1,98168
350000,4,2.5,2560,2,98042
649950,3,2.5,3310,1,98038
441000,3,1.5,1540,1,98011
462600,3,1.75,1430,1,98052
365070,4,2.5,2506,2,98030
550000,4,2,2250,1,98005
470000,5,1.75,2740,1,98144
340000,3,1.75,1540,1,98024
910000,4,2.75,4190,1,98005
405000,4,1.75,1690,1,98028
661000,4,2.25,1990,1.5,98126
635000,4,2.5,2410,2,98034
282000,2,1,1150,1,98125
235000,4,1.75,1720,2,98188
277500,3,2,1260,2,98023
346500,5,2.5,2020,1,98058
480000,5,2.25,2240,1,98136
360000,4,2.25,1930,2,98019
245000,3,2.5,1820,1,98092
625000,3,3.5,1560,2,98102
750500,5,3,2170,1.5,98115
525000,3,1.75,1600,1,98072
740000,4,3.5,3760,2,98053
523000,3,1.5,1240,1,98008
292000,3,1.75,1090,1.5,98118
625000,4,2.5,2740,1,98177
700000,3,2.5,3110,2,98065
399950,3,2.5,1610,2,98144
545000,4,3.5,1880,3,98122
339999,4,2,1740,1,98133
1210000,4,2.25,3270,2,98122
545000,3,2.5,1990,2,98075
260000,4,1.75,1960,1,98023
526000,3,1.75,1680,1,98115
701000,4,3,2910,2,98059
290000,3,2.25,1500,1,98055
330600,1,1,580,1,98117
550500,3,1.75,2540,1,98177
430000,2,1,950,1,98126
4000000,4,5.5,7080,2,98039
260600,2,1,810,1,98126
825000,5,3,4080,2,98103
378950,4,2,1820,1,98155
435000,4,2.5,2650,2,98019
631000,3,2.25,1670,2,98115
415000,3,2.5,2480,2,98058
222000,3,1.75,1240,1,98003
245000,3,2,1390,1,98042
720000,3,2.5,2880,2,98074
215000,3,1,1060,1,98032
579100,2,1,1070,1,98103
522500,4,1.75,1640,1.5,98056
489000,3,2,1510,1,98115
240000,3,1,1230,1.5,98106
420250,3,2,1510,1,98053
523000,4,2.5,3180,2,98034
628000,4,2,2260,1,98115
320000,4,2.5,1920,2,98031
359950,3,2.5,1980,2,98055
232000,2,1,1200,1,98198
810000,4,2.25,2020,1,98115
245000,4,1.5,2010,1.5,98002
273000,3,2.25,1930,1,98003
1191000,5,2.5,2710,1,98004
438000,5,1,1950,1.5,98136
400000,3,1.75,2110,1,98055
340000,3,1,1250,1,98126
552000,2,2.5,1380,3,98103
790000,3,1.75,2050,2,98105
360000,3,1.5,1800,2,98168
235000,3,1,1310,1,98168
775000,2,1,1010,1,98107
489200,3,2.75,1850,1.5,98034
341000,3,2.25,1750,2,98058
335000,4,2.5,2154,2,98030
393500,3,1.75,1230,2,98116
360000,3,2,1960,1,98178
400800,4,1,1070,1,98126
585000,3,1,1450,1,98199
1600000,4,2.75,3680,2,98105
2880500,4,2.5,5760,2,98177
300000,3,1,1220,1,98133
1045000,4,2.75,2950,2,98103
360000,3,1.5,1340,2,98117
665900,4,2.25,2870,2,98146
470000,4,1,2590,1.5,98118
581000,4,1.75,2090,1,98052
527000,6,3.5,3000,1,98125
423000,4,1.75,1730,1,98007
875000,4,3.5,2850,1.5,98103
410000,3,1,1020,1,98116
606000,3,2.5,2200,2,98072
654000,3,2.5,3240,2,98045
150000,3,0.75,490,1.5,98014
373000,3,2.5,2990,1,98106
550000,5,2,2450,1,98133
512500,3,2.5,1900,2,98033
360000,4,2.5,2640,2,98038
369000,3,2,1340,3,98117
825000,4,2.5,3220,2,98033
255000,3,2,930,1,98045
1285000,4,2.5,3240,1,98105
270000,5,2.5,2630,1.5,98002
480680,3,2.5,1730,2,98029
525000,4,1.75,2120,1,98007
291500,3,1,880,1.5,98155
305000,4,2,1800,1,98059
285000,3,1.75,1600,1,98002
1875000,3,2.5,3280,2,98199
329500,5,1.75,3290,1,98030
1570000,4,2.25,2890,3,98056
379260,3,2.5,1730,1,98198
356000,3,2.5,1590,2,98065
571900,4,1.75,1710,1,98007
271500,3,1.75,1995,2,98198
390000,3,1.75,1300,1,98034
550000,3,2.5,2720,1,98038
755000,2,2.5,1360,2,98102
509500,2,2.5,1590,2,98199
486700,2,1,1200,1,98103
527500,2,1,1170,1.5,98103
475000,5,2.5,2010,1.5,98119
268000,3,2.75,1880,2,98108
562000,3,2,3250,2,98075
780000,4,2.5,2270,1,98040
700000,9,3,3680,2,98102
710000,3,2,1880,1,98109
445000,3,1,1050,1,98115
729000,3,3.25,2250,1,98038
384400,3,3.25,1689,3,98125
815000,6,3,2860,1,98006
865000,4,2.5,2710,3,98122
514000,3,2,1770,1,98033
615000,4,2.75,2820,1,98006
865000,4,3.25,3400,1,98072
755000,4,2.5,3110,2,98052
425000,4,1,1480,1,98155
375000,2,1,940,1,98136
750000,4,2.5,2680,2,98052
722000,4,2.75,3190,2,98075
1011000,3,2.5,1920,2,98119
725000,3,2.5,2610,2,98052
170000,3,0.75,1040,1,98055
845000,4,3.25,2880,1,98005
271900,3,2,1450,2,98022
1300000,6,4.5,3902,3,98116
261500,4,2.5,2460,1,98023
619500,3,2.5,2170,2,98029
435000,5,2.25,1970,1,98024
210000,3,1,1000,1,98133
489950,3,2,1580,1,98117
260000,4,1.5,2130,1,98032
300000,4,1,1370,1,98155
530000,4,2,2150,1,98003
235000,3,1.75,1370,1,98092
593500,3,1,1370,2,98105
562000,3,3,3290,2,98070
585000,3,2,3190,2,98022
2400000,4,3.25,4140,1,98004
199500,3,1.75,1690,1,98030
544500,5,1,1690,1.5,98115
394900,3,1,1430,1,98034
912000,4,3.75,1980,2,98103
260000,3,2.5,1490,2,98042
858000,5,3,3620,1,98006
1275000,4,2.5,2720,1,98040
242150,4,1.75,1490,1,98031
220000,3,1.75,1230,1,98023
235000,3,2,1900,1,98023
370000,3,1.75,1530,1,98133
450000,3,1.75,2290,1,98077
534950,5,1.5,2240,1,98125
730000,4,2.5,3470,2,98065
465000,4,2.5,3050,1,98030
178000,3,1,1100,1,98030
215000,3,1,1610,1,98031
300000,3,2.75,1910,1,98023
430000,3,2,1510,1,98125
183000,3,1.5,1280,2,98002
585000,3,2.5,1910,2.5,98199
192950,3,1,1170,2,98092
599000,2,1,1550,1,98117
326500,3,1,1060,1,98106
358803,2,1,1040,1,98133
537000,3,2.5,1550,2,98033
1155000,3,2.5,2490,1,98146
156000,2,1,920,1,98002
219000,3,1,1250,1.5,98022
1190000,3,1.5,2540,2,98119
248000,5,1.75,2190,1,98030
340000,3,1.75,1340,1,98010
899100,5,2.5,2410,1,98040
346950,3,1.75,1830,1,98155
330000,3,1,1850,2,98108
325000,3,1,1410,1,98177
315000,3,1.75,1460,1,98058
649950,3,2.5,1500,2,98119
316000,3,1,1130,1.5,98133
386000,2,2.5,1620,2,98065
535000,2,1.75,2330,1,98188
600000,3,3,1520,3,98115
339000,4,2.5,2840,2,98022
167000,3,2,1520,1,98166
430000,3,1,1740,1,98118
688000,4,4,4000,2,98065
834500,3,2.25,2780,1,98199
1075000,4,4.25,3500,1,98177
250000,3,1,1060,1,98030
402500,3,1,1290,1.5,98118
432500,3,2.5,2390,1,98034
485000,5,1.75,2460,1,98028
560000,4,2.75,2930,1,98023
410000,4,2.25,2200,2,98155
455000,3,2.5,1870,1,98034
459500,4,2.5,2060,1,98155
371000,4,1.75,1610,1,98034
289500,3,2.25,2120,2,98092
395000,3,3.5,1450,2,98199
496752,2,1,1980,1,98144
227000,2,1,860,1,98133
330000,3,1.75,1460,1,98056
480000,5,2,2590,1,98008
290000,2,1,1120,1,98019
281000,3,1,1340,1.5,98032
705000,4,1.5,1780,1.5,98118
1400000,4,2.5,2920,1.5,98105
485000,4,3.25,2820,1,98155
622000,3,2.25,1550,3,98107
380000,3,2.25,1600,1,98022
2125000,4,2.75,3190,2,98034
561500,3,1.75,1960,1,98115
242000,3,1,970,1,98045
348500,3,1.5,1360,1,98059
370000,3,1.5,1360,1,98059
752000,6,3.75,3810,2,98103
230000,3,1.75,1340,1,98042
715000,3,2.25,1990,3,98118
240415,3,1.75,1120,1,98198
562000,4,1.75,2060,1.5,98105
360000,3,1.5,1170,1,98126
659950,3,2.5,1610,2,98119
458500,3,2,1890,2,98136
259950,2,2,1070,2,98106
366000,3,1.75,1680,1,98055
978000,4,2.75,2890,2,98006
525000,2,1,1360,1,98115
926300,3,1.5,1660,2,98119
750000,2,1,1620,1,98115
660000,2,1,960,1,98033
305000,4,1.75,1000,1.5,98155
800000,2,2.5,2395,1,98053
600000,4,1.75,3050,1,98034
435000,2,1,1120,1.5,98010
1135000,4,3.25,2960,2,98119
318000,3,2.25,1250,3,98133
639000,4,2,1940,1,98107
453000,3,2.5,1750,2,98052
800000,4,1.75,2150,1,98004
437000,2,1.75,1500,1,98117
1150000,3,2.75,3230,2,98023
490000,4,2.5,3000,2,98034
499950,4,1.75,1520,1,98034
160134,3,1.5,1190,1,98042
191000,3,1,990,1,98148
221000,3,1,1250,1,98001
352800,4,2,2080,1,98118
350000,3,2.5,1640,2,98019
458000,4,1.5,1550,1.5,98105
359950,3,1,1290,1,98092
1050000,3,3,3250,2,98146
353000,3,1.75,1260,1,98108
717550,3,3.5,2840,3,98052
450000,3,2.25,1960,2,98052
167500,3,1,760,1,98118
550000,3,1.75,2240,2,98070
939000,4,2.25,2240,2,98040
700000,3,1.75,1820,1,98146
480000,4,3.5,3370,2,98045
501000,3,1,1160,1,98105
580000,3,2.25,1640,1,98052
527550,1,0.75,820,1,98065
399000,4,2.5,2800,2,98038
